rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1968,11410904,K02171.01,Kepler-1131 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,3.53232429,2.29E-05,-2.29E-05,134.74727,5.34E-03,-5.34E-03,0.299,0.157,-0.299,2.765,0.156,-0.156,2.24E+02,2.00E+01,-2.00E+01,1.43,2.10E-01,-7.00E-02,1159,,,427.65,168.74,-62.34,12.8,1,q1_q17_dr25_tce,5761,78,-78,4.492,0.022,-0.12,0.956,0.143,-0.048,295.65149,49.261292,14.972
1973,5350244,K02555.01,Kepler-1276 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,12.5722897,1.95E-04,-1.95E-04,143.0663,1.26E-02,-1.26E-02,0.252,0.199,-0.252,4.765,0.304,-0.304,8.65E+01,8.30E+00,-8.30E+00,1.09,1.90E-01,-1.30E-01,886,,,145.82,69.11,-42.87,12.4,1,q1_q17_dr25_tce,6084,122,-134,4.319,0.103,-0.115,1.169,0.195,-0.142,287.85699,40.54718,12.885
1974,5374403,K02556.01,Kepler-1277 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,40.8366307,3.85E-04,-3.85E-04,152.87346,7.34E-03,-7.34E-03,0.363,0.101,-0.363,4.956,0.182,-0.182,2.65E+02,1.63E+01,-1.63E+01,1.5,1.80E-01,-1.30E-01,496,,,14.3,5.07,-3.37,18.7,1,q1_q17_dr25_tce,5529,110,-110,4.457,0.076,-0.093,0.925,0.11,-0.083,295.10242,40.572392,14.05
1978,1995519,K02634.01,Kepler-1299 b,CONFIRMED,CANDIDATE,0.952,0,0,0,0,19.9401211,1.34E-04,-1.34E-04,142.34849,5.30E-03,-5.30E-03,0.862,0.083,-0.621,4.283,0.188,-0.188,7.59E+02,4.71E+01,-4.71E+01,2.42,4.70E-01,-2.00E-01,588,,,28.29,16.48,-7.22,18,1,q1_q17_dr25_tce,5623,152,-169,4.596,0.04,-0.12,0.763,0.147,-0.063,286.15015,37.411369,15.922
1979,4914566,K02635.01,Kepler-1300 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,22.2420032,2.46E-04,-2.46E-04,144.72364,8.84E-03,-8.84E-03,0.897,0.052,-0.622,7.532,0.235,-0.235,6.35E+01,4.50E+00,-4.50E+00,2.04,3.00E-01,-5.70E-01,954,,,195.54,83.73,-102.12,16.2,1,q1_q17_dr25_tce,5979,118,-130,3.854,0.224,-0.08,2.164,0.323,-0.601,289.03302,40.086891,12.816
1981,10024051,K02409.01,Kepler-1228 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.577369336,3.95E-07,-3.95E-07,132.425795,5.05E-04,-5.05E-04,0.032,0.403,-0.032,1.0852,0.0203,-0.0203,4.00E+02,7.30E+00,-7.30E+00,1.42,2.00E-01,-1.20E-01,1757,,,2239.26,1059.17,-554.65,68.3,1,q1_q17_dr25_tce,5255,158,-142,4.617,0.039,-0.084,0.716,0.103,-0.06,296.55307,46.96629,14.859
1983,4349452,K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.72037026,2.28E-06,-2.28E-06,178.528297,1.44E-04,-1.44E-04,0.787,0.051,-0.401,2.7306,0.0513,-0.0513,1.18E+03,3.90E+00,-3.90E+00,4.75,2.80E-01,-2.20E-01,934,,,180.23,31.84,-24.2,485.5,1,q1_q17_dr25_tce,6267,81,-75,4.28,0.033,-0.03,1.258,0.072,-0.059,286.6384,39.487881,10.734
1987,10453588,K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,0.939,0,0,0,0,68.8861017,5.58E-04,-5.58E-04,160.29958,6.84E-03,-6.84E-03,0.241,0.207,-0.241,5.925,0.227,-0.227,1.44E+02,8.70E+00,-8.70E+00,1.47,2.40E-01,-3.30E-01,501,,,14.91,7.01,-6.42,19.5,1,q1_q17_dr25_tce,5753,115,-92,4.2,0.201,-0.108,1.222,0.202,-0.27,283.8851,47.637218,12.464
1988,11125613,K02485.01,Kepler-1254 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.99115241,5.86E-05,-5.86E-05,134.39335,4.51E-03,-4.51E-03,0.691,0.275,-0.454,2.657,0.126,-0.126,3.92E+02,2.55E+01,-2.55E+01,1.68,5.00E-02,-1.20E-01,660,,,44.77,6.21,-8.28,16.7,2,q1_q17_dr25_tce,4838,77,-77,4.524,0.063,-0.018,0.796,0.027,-0.054,285.17334,48.770039,15.311
1990,7212184,K02487.01,Kepler-1255 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,36.292017,3.44E-04,-3.44E-04,132.17691,7.84E-03,-7.84E-03,0.002,0.452,-0.002,8.198,0.225,-0.225,3.75E+02,1.98E+01,-1.98E+01,3.1,4.80E-01,-6.60E-01,694,,,54.91,22.52,-22.8,21.4,1,q1_q17_dr25_tce,5843,79,-79,4.069,0.182,-0.084,1.615,0.252,-0.346,295.23926,42.726479,15.251
1992,9757613,K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.25121397,1.81E-05,-1.81E-05,149.886479,8.54E-04,-8.54E-04,0.749,0.152,-0.509,2.0371,0.0447,-0.0447,2.05E+03,3.32E+01,-3.32E+01,2.64,1.50E-01,-2.00E-01,385,,,5.17,1.07,-1.13,68.6,2,q1_q17_dr25_tce,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
1996,7259298,K02561.01,Kepler-1278 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.23941775,1.60E-05,-1.60E-05,133.98383,3.67E-03,-3.67E-03,0.386,0.072,-0.386,2.569,0.12,-0.12,7.74E+01,5.20E+00,-5.20E+00,0.77,2.10E-01,-7.00E-02,1213,,,511.14,416.08,-137.81,17.2,1,q1_q17_dr25_tce,6075,163,-181,4.541,0.036,-0.204,0.858,0.238,-0.079,282.95694,42.825619,13.658
2003,3234598,K02413.02,Kepler-383 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.2012202,3.49E-04,-3.49E-04,140.07042,8.45E-03,-8.45E-03,0.714,0.035,-0.521,4.077,0.216,-0.216,3.60E+02,2.86E+01,-2.86E+01,1.47,4.00E-02,-8.00E-02,406,,,6.44,0.82,-1.06,13.7,2,q1_q17_dr25_tce,4513,71,-80,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07
2004,8611832,K02414.01,Kepler-384 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,22.5968256,2.24E-04,-2.24E-04,140.42654,8.09E-03,-8.09E-03,0.062,0.38,-0.062,6.179,0.182,-0.182,1.43E+02,7.10E+00,-7.10E+00,1.3,2.10E-01,-2.00E-01,670,,,47.7,21.7,-16.36,22.2,1,q1_q17_dr25_tce,5610,112,-101,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584
2005,8611832,K02414.02,Kepler-384 c,CONFIRMED,CANDIDATE,0.973,0,0,0,0,45.3486381,4.01E-04,-4.01E-04,142.25049,7.73E-03,-7.73E-03,0.847,0.049,-0.573,4.858,0.205,-0.205,1.63E+02,1.10E+01,-1.10E+01,1.61,2.60E-01,-2.60E-01,531,,,18.84,8.56,-6.46,15.9,2,q1_q17_dr25_tce,5610,112,-101,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584
2009,8559152,K02488.01,Kepler-1256 b,CONFIRMED,CANDIDATE,0.974,0,0,0,0,12.4128518,9.94E-05,-9.94E-05,140.35679,7.02E-03,-7.02E-03,0.711,0.251,-0.505,4.298,0.174,-0.174,1.08E+02,6.50E+00,-6.50E+00,1.5,2.40E-01,-2.70E-01,933,,,179.24,81.22,-67.14,19.4,1,q1_q17_dr25_tce,5945,118,-118,4.196,0.168,-0.112,1.346,0.214,-0.238,291.4743,44.68351,13.539
2012,9229657,K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.66831274,1.03E-05,-1.03E-05,131.68823,2.87E-03,-2.87E-03,0.333,0.122,-0.333,2.4141,0.0924,-0.0924,2.66E+02,1.34E+01,-1.34E+01,1.48,3.70E-01,-1.30E-01,1252,,,581.38,440.61,-156.5,23.3,1,q1_q17_dr25_tce,5806,157,-192,4.528,0.042,-0.168,0.899,0.231,-0.077,296.07568,45.62706,15.553
2013,5175024,K02563.01,Kepler-1279 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,23.4772553,2.53E-04,-2.53E-04,145.3641,1.00E-02,-1.00E-02,0.013,0.445,-0.013,6.735,0.31,-0.31,1.41E+02,8.70E+00,-8.70E+00,1.34,4.20E-01,-1.80E-01,738,,,70.05,62.76,-24.08,17.6,1,q1_q17_dr25_tce,6384,151,-207,4.361,0.087,-0.203,1.121,0.352,-0.151,288.09564,40.365971,13.973
2014,9026749,K02564.01,Kepler-1280 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,66.5576728,8.99E-04,-8.99E-04,181.3241,1.06E-02,-1.06E-02,0.254,0.196,-0.253,10.532,0.271,-0.271,2.14E+02,1.05E+01,-1.05E+01,4.96,9.10E-01,-1.69E+00,757,,,77.68,38.53,-45.54,21.3,1,q1_q17_dr25_tce,5734,95,-69,3.591,0.292,-0.097,3.405,0.625,-1.161,293.57394,45.384541,14.074
2018,5794240,K00254.01,Kepler-45 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.455240626,1.11E-07,-1.11E-07,170.821762,3.56E-05,-3.56E-05,0.144,0.152,-0.084,1.72722,0.00373,-0.00373,3.69E+04,3.37E+01,-3.37E+01,10.6,4.30E-01,-7.10E-01,730,,,67.3,11.58,-13.73,1341.6,1,q1_q17_dr25_tce,3793,76,-84,4.697,0.032,-0.02,0.568,0.023,-0.038,292.87289,41.06427,15.979
2019,6933567,K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,0.918,0,0,0,0,9.08233411,4.32E-05,-4.32E-05,139.65489,4.46E-03,-4.46E-03,0.262,0.192,-0.262,2.008,0.114,-0.114,2.97E+02,2.18E+01,-2.18E+01,1.35,2.40E-01,-1.30E-01,734,,,68.75,40.39,-18.3,15.8,1,q1_q17_dr25_tce,5354,175,-159,4.587,0.032,-0.12,0.788,0.143,-0.071,286.60416,42.440319,15.4
2023,4349452,K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.238535444,2.33E-06,-2.33E-06,171.706325,2.95E-04,-2.95E-04,0.008,0.266,-0.008,3.5255,0.0105,-0.0105,4.02E+02,1.70E+00,-1.70E+00,2.53,1.40E-01,-1.20E-01,1185,,,465.61,82.26,-62.53,274.5,2,q1_q17_dr25_tce,6267,81,-75,4.28,0.033,-0.03,1.258,0.072,-0.059,286.6384,39.487881,10.734
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,CANDIDATE,0.937,0,0,0,0,86.829519,1.29E-03,-1.29E-03,189.26162,9.69E-03,-9.69E-03,0.953,0.018,-0.669,7.464,0.371,-0.371,7.51E+02,5.72E+01,-5.72E+01,1.68,1.20E-01,-2.10E-01,196,,,0.35,0.08,-0.11,15.1,1,q1_q17_dr25_tce,3576,71,-85,4.791,0.055,-0.035,0.463,0.034,-0.058,297.48669,46.996712,15.474
2025,6343170,K02419.01,Kepler-1230 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.95667035,5.85E-05,-5.85E-05,136.5827,6.30E-03,-6.30E-03,0.949,0.011,-0.691,3.534,0.11,-0.11,5.87E+02,3.96E+01,-3.96E+01,3.41,1.12E+00,-4.80E-01,946,,,189.48,186.55,-67.05,16.8,1,q1_q17_dr25_tce,6165,184,-202,4.365,0.105,-0.21,1.115,0.366,-0.157,283.2645,41.711449,15.309
2026,7107802,K02420.01,Kepler-1231 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,10.41728722,6.70E-05,-6.70E-05,137.45784,4.85E-03,-4.85E-03,0.12,0.32,-0.12,4.125,0.153,-0.153,2.10E+02,1.14E+01,-1.14E+01,1.64,2.40E-01,-2.60E-01,870,,,135.34,52.68,-44.87,20.3,1,q1_q17_dr25_tce,5557,83,-75,4.288,0.162,-0.108,1.151,0.166,-0.184,288.58835,42.605659,14.746
2027,10028535,K02493.01,Kepler-1259 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.663085361,9.11E-07,-9.11E-07,131.97961,1.11E-03,-1.11E-03,0.841,0.05,-0.579,1.1522,0.0383,-0.0383,3.23E+02,1.15E+01,-1.15E+01,1.6,2.40E-01,-1.20E-01,1681,,,1894.94,982.81,-447.99,35.3,1,q1_q17_dr25_tce,5172,170,-154,4.6,0.026,-0.097,0.767,0.119,-0.055,297.84149,46.967682,15.304
2028,7047207,K02494.01,Kepler-1260 b,CONFIRMED,CANDIDATE,1,0,0,0,0,19.1187425,1.72E-04,-1.72E-04,138.42824,7.33E-03,-7.33E-03,0.74,0.212,-0.532,6.805,0.217,-0.217,2.18E+02,1.21E+01,-1.21E+01,2.33,3.70E-01,-4.50E-01,823,,,108.48,45.32,-41.75,20.5,1,q1_q17_dr25_tce,5862,79,-79,4.148,0.176,-0.095,1.463,0.233,-0.284,295.59125,42.555241,14.838
2031,9757613,K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,1,0,0,0,0,3.543919702,4.49E-06,-4.49E-06,136.26075,1.07E-03,-1.07E-03,0.022,0.267,-0.022,1.8717,0.0285,-0.0285,5.07E+02,1.47E+01,-1.47E+01,1.21,6.00E-02,-1.00E-01,652,,,42.68,8.79,-9.36,38.2,4,q1_q17_dr25_tce,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
2035,11962284,K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.83929462,4.93E-05,-4.93E-05,135.54125,4.71E-03,-4.71E-03,0.924,0.018,-0.709,1.719,0.117,-0.117,3.16E+02,2.58E+01,-2.58E+01,1.94,3.50E-01,-2.10E-01,778,,,86.5,49.08,-25.22,14.8,1,q1_q17_dr25_tce,5330,159,-159,4.491,0.074,-0.126,0.87,0.157,-0.092,290.98923,50.30806,15.102
2037,6842682,K02649.01,Kepler-1303 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,7.56126152,4.26E-05,-4.26E-05,135.6368,4.92E-03,-4.92E-03,0.253,0.193,-0.253,2.851,0.159,-0.159,1.81E+02,1.35E+01,-1.35E+01,1.2,3.40E-01,-1.10E-01,891,,,149.17,118.39,-40.15,15.7,1,q1_q17_dr25_tce,5853,146,-175,4.529,0.048,-0.192,0.895,0.246,-0.082,284.28714,42.35561,14.64
2038,8890150,K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,0.985,0,0,0,0,34.9897847,3.80E-04,-3.80E-04,144.20912,9.70E-03,-9.70E-03,0.034,0.422,-0.034,4.208,0.235,-0.235,4.99E+02,4.72E+01,-4.72E+01,1.14,7.00E-02,-1.00E-01,292,,,1.71,0.35,-0.42,11.5,1,q1_q17_dr25_tce,3765,75,-83,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987
2039,8890150,K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,7.05429483,4.13E-05,-4.13E-05,136.18961,5.19E-03,-5.19E-03,0.48,0.048,-0.417,1.716,0.171,-0.171,3.59E+02,3.92E+01,-3.92E+01,1,6.00E-02,-9.00E-02,497,,,14.46,2.98,-3.51,11.2,2,q1_q17_dr25_tce,3765,75,-83,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987
2041,11360805,K02422.01,Kepler-1232 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.7838935,1.58E-04,-1.58E-04,140.75396,5.22E-03,-5.22E-03,0.036,0.442,-0.036,4.584,0.16,-0.16,3.65E+02,1.94E+01,-1.94E+01,1.59,1.20E-01,-8.00E-02,523,,,17.69,4.04,-2.71,20.9,1,q1_q17_dr25_tce,5242,84,-73,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803
2042,9845898,K02423.01,Kepler-1233 b,CONFIRMED,CANDIDATE,1,0,0,0,0,45.126216,5.00E-04,-5.00E-04,165.42066,9.07E-03,-9.07E-03,0.49,0.017,-0.456,6.656,0.266,-0.266,3.73E+02,2.51E+01,-2.51E+01,2.32,7.60E-01,-2.50E-01,604,,,31.54,30.18,-9.87,17.1,1,q1_q17_dr25_tce,6499,174,-232,4.378,0.067,-0.202,1.169,0.382,-0.127,297.37509,46.662209,14.689
2043,12453581,K02424.01,Kepler-1234 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,11.94019101,7.10E-05,-7.10E-05,136.55603,4.83E-03,-4.83E-03,0.348,0.114,-0.348,2.866,0.163,-0.163,6.32E+02,4.57E+01,-4.57E+01,1.86,2.40E-01,-1.20E-01,625,,,35.99,16.45,-8.17,15.6,1,q1_q17_dr25_tce,5073,168,-152,4.607,0.024,-0.084,0.748,0.098,-0.049,287.52203,51.375858,15.912
2045,5959719,K02498.01,Kepler-390 b,CONFIRMED,CANDIDATE,0.922,0,0,0,0,6.73808701,4.47E-05,-4.47E-05,133.32953,5.80E-03,-5.80E-03,0.148,0.321,-0.148,2.591,0.158,-0.158,9.29E+01,7.50E+00,-7.50E+00,0.73,4.00E-02,-4.00E-02,786,,,90.19,20.15,-15.35,14.4,1,q1_q17_dr25_tce,5168,102,-102,4.566,0.036,-0.048,0.769,0.049,-0.04,291.62878,41.208599,13.942
2054,7021681,K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,1,0,0,0,0,27.52194772,3.06E-05,-3.06E-05,189.824523,8.08E-04,-8.08E-04,0.35,0.052,-0.35,4.047,0.0415,-0.0415,2.31E+03,2.41E+01,-2.41E+01,2.47,1.70E-01,-2.10E-01,314,,,2.28,0.56,-0.53,106.5,1,q1_q17_dr25_tce,3780,76,-83,4.746,0.042,-0.031,0.511,0.036,-0.043,287.85812,42.542629,15.108
2055,4346178,K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.1289679,1.55E-04,-1.55E-04,143.75518,7.46E-03,-7.46E-03,0.968,0.046,-0.684,6.271,0.366,-0.366,3.89E+02,2.11E+01,-2.11E+01,2.94,6.10E-01,-5.00E-01,715,,,61.87,34.02,-21.74,21.3,1,q1_q17_dr25_tce,5392,80,-80,4.314,0.165,-0.15,1.087,0.227,-0.185,285.27643,39.446911,15.022
2056,9664142,K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,13.5631157,1.43E-04,-1.43E-04,140.65364,7.80E-03,-7.80E-03,0.704,0.005,-0.524,5.438,0.23,-0.23,3.36E+02,2.52E+01,-2.52E+01,1.75,5.10E-01,-1.70E-01,733,,,68.41,58.24,-19.62,15.4,1,q1_q17_dr25_tce,5853,157,-192,4.529,0.048,-0.192,0.895,0.26,-0.087,297.33945,46.347252,15.785
2057,10018233,K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,16.2959916,7.70E-05,-7.70E-05,133.90784,3.75E-03,-3.75E-03,0.213,0.244,-0.213,2.116,0.128,-0.128,3.70E+02,2.80E+01,-2.80E+01,1.83,2.10E-01,-1.70E-01,678,,,49.81,16.07,-10.93,15.7,1,q1_q17_dr25_tce,5495,74,-82,4.442,0.072,-0.099,0.961,0.115,-0.086,294.47833,46.945862,15.243
2058,8081899,K02426.01,Kepler-1235 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,4.16056658,2.58E-05,-2.58E-05,132.27418,4.82E-03,-4.82E-03,0.069,0.395,-0.069,2.61,0.167,-0.167,7.58E+01,5.50E+00,-5.50E+00,0.7,1.40E-01,-6.00E-02,985,,,222.54,133.7,-53.5,16.3,1,q1_q17_dr25_tce,5481,147,-147,4.574,0.032,-0.136,0.815,0.163,-0.065,284.90302,43.95396,13.889
2060,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.79220077,3.01E-05,-3.01E-05,175.250558,5.84E-04,-5.84E-04,0.019,0.336,-0.019,4.466,0.0216,-0.0216,6.10E+02,3.60E+00,-3.60E+00,1.9,8.00E-02,-7.00E-02,458,,,10.38,1.54,-1.37,179.5,1,q1_q17_dr25_tce,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
2066,6767840,K02506.01,Kepler-1262 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.679037,3.98E-05,-3.98E-05,140.90423,4.09E-03,-4.09E-03,0.224,0.234,-0.224,2.864,0.106,-0.106,3.02E+02,1.73E+01,-1.73E+01,1.79,5.90E-01,-2.50E-01,949,,,191.84,188.93,-68.41,19.9,1,q1_q17_dr25_tce,6117,190,-212,4.42,0.087,-0.203,1.027,0.334,-0.143,288.77182,42.213219,15.18
2069,11037511,K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.11604194,1.19E-05,-1.19E-05,133.84988,2.85E-03,-2.85E-03,0.195,0.283,-0.195,1.7763,0.099,-0.099,3.45E+02,2.11E+01,-2.11E+01,1.59,4.30E-01,-1.10E-01,1123,,,375.55,315.68,-92.68,18.8,1,q1_q17_dr25_tce,5591,175,-194,4.559,0.033,-0.187,0.86,0.237,-0.059,295.35446,48.5154,15.79
2072,5513012,K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.679336747,8.23E-07,-8.23E-07,132.856178,9.84E-04,-9.84E-04,0.209,0.239,-0.209,1.2188,0.0366,-0.0366,2.41E+02,7.70E+00,-7.70E+00,1.4,1.60E-01,-8.00E-02,1883,,,2982.78,913.26,-501.97,36.7,1,q1_q17_dr25_tce,5440,73,-81,4.491,0.045,-0.098,0.913,0.103,-0.055,283.92004,40.740131,14.159
2077,11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,0.82,0,0,0,0,88.5122014,2.74E-04,-2.74E-04,182.67266,2.39E-03,-2.39E-03,0.242,0.177,-0.242,6.8214,0.0958,-0.0958,2.52E+03,4.33E+01,-4.33E+01,4.7,6.10E-01,-3.70E-01,390,,,5.47,2.08,-1.19,63.1,2,q1_q17_dr25_tce,5593,111,-111,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921
2080,7047363,K02432.01,Kepler-1236 b,CONFIRMED,CANDIDATE,1,0,0,0,0,31.0572947,2.30E-04,-2.30E-04,147.56275,6.16E-03,-6.16E-03,0.335,0.135,-0.335,3.401,0.197,-0.197,6.37E+02,4.66E+01,-4.66E+01,1.85,3.40E-01,-1.40E-01,480,,,12.57,7.33,-2.98,15.8,1,q1_q17_dr25_tce,5395,177,-144,4.615,0.035,-0.112,0.734,0.132,-0.057,295.62469,42.545898,15.956
2081,11968463,K02433.01,Kepler-385 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,15.1622287,1.24E-04,-1.24E-04,144.474,8.19E-03,-8.19E-03,0.959,0.014,-0.651,7.332,0.448,-0.448,4.80E+02,1.87E+01,-1.87E+01,3.12,1.09E+00,-3.60E-01,829,,,111.74,114.89,-37.97,28.5,2,q1_q17_dr25_tce,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
2082,11968463,K02433.02,Kepler-385 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.04378351,6.55E-05,-6.55E-05,353.61859,4.17E-03,-4.17E-03,0.953,0.011,-0.648,5.548,0.223,-0.223,4.38E+02,1.66E+01,-1.66E+01,2.94,1.03E+00,-3.40E-01,951,,,193.39,198.85,-65.71,28.8,1,q1_q17_dr25_tce,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
2084,9880190,K02509.01,Kepler-1263 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,4.5513988,2.00E-05,-2.00E-05,133.05954,3.60E-03,-3.60E-03,0.248,0.199,-0.248,2.457,0.101,-0.101,1.89E+02,1.14E+01,-1.14E+01,1.13,4.00E-02,-9.00E-02,907,,,159.65,24.49,-31.24,19.4,1,q1_q17_dr25_tce,5009,80,-80,4.491,0.077,-0.028,0.84,0.034,-0.062,286.48364,46.752621,15.035
2085,5364071,K00248.02,Kepler-49 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.91274065,1.47E-05,-1.47E-05,169.85247,1.05E-03,-1.05E-03,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,1.39E+03,2.65E+01,-2.65E+01,2.13,1.20E-01,-1.60E-01,443,,,9.12,1.88,-2,57.4,3,q1_q17_dr25_tce,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
2089,7673841,K02585.01,Kepler-392 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.34182466,4.11E-05,-4.11E-05,136.3186,6.40E-03,-6.40E-03,0.07,0.38,-0.07,3.577,0.163,-0.163,7.05E+01,4.10E+00,-4.10E+00,0.95,1.40E-01,-1.70E-01,1125,,,379.09,159.1,-140.91,19.2,1,q1_q17_dr25_tce,5767,115,-104,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455
2090,9827149,K02586.01,Kepler-1282 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.131945045,6.45E-06,-6.45E-06,133.65547,2.68E-03,-2.68E-03,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,2.69E+02,1.34E+01,-1.34E+01,1.66,5.00E-01,-1.70E-01,1418,,,955.16,848.6,-293.98,22.9,1,q1_q17_dr25_tce,5845,162,-223,4.469,0.05,-0.2,1.013,0.305,-0.102,290.17618,46.698341,15.545
2091,5546691,K02587.01,Kepler-1283 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.9462567,2.93E-04,-2.93E-04,139.4165,1.83E-02,-1.83E-02,0.109,0.336,-0.109,9.568,0.606,-0.606,1.69E+02,1.27E+01,-1.27E+01,1.13,2.90E-01,-1.00E-01,764,,,80.34,59.91,-22.05,15.7,1,q1_q17_dr25_tce,6058,161,-197,4.54,0.046,-0.184,0.867,0.22,-0.078,295.46234,40.77697,15.079
2097,9893318,K02660.01,Kepler-1307 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.0161227,1.09E-04,-1.09E-04,145.24169,6.14E-03,-6.14E-03,0.023,0.429,-0.023,4.016,0.178,-0.178,5.00E+02,3.49E+01,-3.49E+01,2.39,7.60E-01,-3.30E-01,768,,,82.38,77.53,-29.08,16.7,1,q1_q17_dr25_tce,6245,175,-219,4.406,0.072,-0.217,1.065,0.339,-0.145,292.86984,46.741859,15.394
2100,8570333,K02436.01,Kepler-1237 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,84.5733346,6.54E-04,-6.54E-04,150.152,6.91E-03,-6.91E-03,0.024,0.428,-0.024,5.762,0.193,-0.193,8.92E+02,5.05E+01,-5.05E+01,2.59,5.80E-01,-2.20E-01,366,,,4.26,2.92,-1.13,20.4,1,q1_q17_dr25_tce,5418,164,-180,4.543,0.03,-0.17,0.888,0.198,-0.074,295.62927,44.69062,15.758
